AÑO,UNIVERSIDAD,CARRERA,MATRICULADOS,REGION_PLANIFICACION_SEDE,GAM_SEDE,GRADO_ACADEMICO,NIVEL_ACADEMICO,NIVEL_CINE,AREA_CONOCIMIENTO,DISCIPLINA,AREA_UNESCO,DISCIPLINA_UNESCO,STEM_MICITT
2022,Universidad Estatal a Distancia,Ciencias Criminológicas,1326,Región Central,No GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2022,Universidad Estatal a Distancia,Ciencias Naturales para el Desarrollo,2,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Básicas,Ciencias,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2022,Universidad Estatal a Distancia,Ciencias Policiales,199,Región Central,No GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2022,Universidad Estatal a Distancia,Ciencias de la Administración,7,Región Central,GAM,Doctorado,Posgrado,CINE 8,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2022,Universidad Estatal a Distancia,Ciencias de la Educación I y II Ciclo énfasis Enseñanza del Inglés,7,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Ciencias de la Educación énfasis Docencia,5,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Docencia,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Ciencias de la Educación énfasis Educación Especial,1,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Especial,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Ciencias de la Educación énfasis I y II Ciclo,5,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Primaria,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Ciencias de la Educación énfasis Preescolar,6,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Preescolar,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Criminalística,10,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2022,Universidad Estatal a Distancia,Criminología,24,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2022,Universidad Estatal a Distancia,Derecho,1,Región Central,GAM,Doctorado,Posgrado,CINE 8,Derecho,Derecho,Administración de Empresas y Derecho,Derecho,NO STEM
2022,Universidad Estatal a Distancia,Derecho Constitucional,11,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derecho Constitucional,Administración de Empresas y Derecho,Derecho,NO STEM
2022,Universidad Estatal a Distancia,Derechos Humanos,21,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derechos Humanos,Administración de Empresas y Derecho,Derecho,NO STEM
2022,Universidad Estatal a Distancia,Docencia,219,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Docencia,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Educación,13,Región Central,GAM,Doctorado,Posgrado,CINE 8,Educación,Educación Generalista,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Educación Especial,131,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Educación Especial,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Educación General Básica I y II Ciclos,3988,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Educación Primaria,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Educación Preescolar,2845,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Educación Preescolar,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Educación Preescolar Estimulación y Corrección del Lenguaje,23,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Educación Preescolar,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Educación a Distancia,13,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Educación Generalista,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Ejecución y Docencia Musical énfasis Instrumento,42,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Música,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Enseñanza de la Matemática,446,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Matemática,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Enseñanza de las Ciencias Naturales,817,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Ciencias,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Enseñanza de los Estudios Sociales y la Educación Cívica,26,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Estudios Sociales,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Enseñanza del Francés,48,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Francés,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Enseñanza del Inglés I y II Ciclos,258,Región Central,GAM,Sin información,Sin información,Sin información,Educación,Educación Primaria Inglés,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Estudio de la Violencia Social y Familiar,2,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios de Género,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2022,Universidad Estatal a Distancia,Estudio de las adicciones,4,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Sociales,Estudios de Discapacidad,Salud y Bienestar,Bienestar,NO STEM
2022,Universidad Estatal a Distancia,Estudios Generales,3260,Región Central,No GAM,Sin información,Sin información,Sin información,Artes y Letras,Formación General,Artes y Humanidades,Humanidades,NO STEM
2022,Universidad Estatal a Distancia,Estudios Universitarios,19,Región Central,GAM,Sin información,Sin información,CINE 6,Artes y Letras,Formación General,Artes y Humanidades,Humanidades,NO STEM
2022,Universidad Estatal a Distancia,Gerencia y Negociaciones Internacionales,1,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Comercio Internacional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2022,Universidad Estatal a Distancia,Gestión Secretarial de la Oficina,353,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2022,Universidad Estatal a Distancia,Gestión Turística Sostenible,587,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Turismo,Servicios,Servicios Personales,NO STEM
2022,Universidad Estatal a Distancia,Humanidades,1441,Región Central,No GAM,Sin información,Sin información,Sin información,Artes y Letras,Formación General,Artes y Humanidades,Humanidades,NO STEM
2022,Universidad Estatal a Distancia,Informática,3380,Región Central,GAM,Diplomado,Pregrado,CINE 5,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2022,Universidad Estatal a Distancia,Informática Administrativa,4,Región Central,GAM,Sin información,Sin información,Sin información,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2022,Universidad Estatal a Distancia,Informática Educativa,259,Región Central,No GAM,Sin información,Sin información,Sin información,Educación,Enseñanza de Computación,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Ingeniería Agroindustrial,283,Región Central,No GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Agroindustrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2022,Universidad Estatal a Distancia,Ingeniería Agronómica,780,Región Central,No GAM,Sin información,Sin información,Sin información,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2022,Universidad Estatal a Distancia,Ingeniería Industrial,114,Región Central,GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2022,Universidad Estatal a Distancia,Ingeniería Informática,172,Región Central,GAM,Bachillerato,Grado,CINE 6,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2022,Universidad Estatal a Distancia,Ingeniería Informática y Administración de Proyectos,75,Región Central,GAM,Sin información,Sin información,Sin información,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2022,Universidad Estatal a Distancia,Ingeniería Informática y Calidad de Software,43,Región Central,GAM,Sin información,Sin información,Sin información,Computación,Sistemas de Información,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2022,Universidad Estatal a Distancia,Ingeniería Informática y Desarrollo de Aplicaciones Web,57,Región Central,GAM,Sin información,Sin información,Sin información,Computación,Ingeniería del Software,Tecnologías de la Información y Comunicación,Tecnologías de la Información y la Comunicación (TIC),STEM
2022,Universidad Estatal a Distancia,Ingeniería Telecomunicaciones,71,Región Central,GAM,Sin información,Sin información,Sin información,Ingeniería,Ingeniería Electrónica,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,STEM
2022,Universidad Estatal a Distancia,Investigación Criminal,8,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Criminología,"Ciencias Sociales, Periodismo e Información",Ciencias Sociales y del Comportamiento,NO STEM
2022,Universidad Estatal a Distancia,Manejo de Recursos Naturales,585,Región Central,No GAM,Sin información,Sin información,Sin información,Recursos Naturales,Ecología,"Ciencias naturales, matemáticas y estadística",Medio Ambiente,STEM
2022,Universidad Estatal a Distancia,Manejo y Protección de Recursos Naturales,18,Región Central,No GAM,Sin información,Sin información,Sin información,Recursos Naturales,Ecología,"Ciencias Naturales, Matemáticas y Estadística",Medio Ambiente,STEM
2022,Universidad Estatal a Distancia,Propiedad Intelectual,15,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Propiedad Intelectual,Administración de empresas y derecho,Derecho,NO STEM
2022,Universidad Estatal a Distancia,Psicopedagogía,29,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Psicopedagogía,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Registros y Estadísticas en Salud,1167,Región Central,No GAM,Sin información,Sin información,Sin información,Ciencias de la Salud,Registros en Salud,Salud y Bienestar,Bienestar,STEM
2022,Universidad Estatal a Distancia,Secretariado Administrativo,9,Región Central,GAM,Sin información,Sin información,Sin información,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2022,Universidad Estatal a Distancia,Tecnología Educativa,18,Región Central,GAM,Maestría,Posgrado,CINE 7,Educación,Tecnología Educativa,Educación,Educación,NO STEM
2022,Universidad Estatal a Distancia,Teología,2,Región Central,GAM,Sin información,Sin información,Sin información,Artes y Letras,Teología,Artes y Humanidades,Humanidades,NO STEM
2022,Universidad Estatal a Distancia,Valuación,4,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Valuación,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2022,Universidad Nacional,Abastecimiento y Logística Global,15,Región Central,GAM,Maestría,Posgrado,CINE 7,Ingeniería,Ingeniería Industrial,"Ingeniería, Industria y Construcción",Industria y Producción,STEM
2022,Universidad Nacional,Administración,3320,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Económicas,Administración,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2022,Universidad Nacional,Administración Educativa,39,Región Central,GAM,Licenciatura,Grado,CINE 6,Educación,Administración Educativa,Educación,Educación,NO STEM
2022,Universidad Nacional,Administración de Justicia con énfasis Jurídico,6,Región Central,GAM,Maestría,Posgrado,CINE 7,Derecho,Derecho Judicial,Administración de Empresas y Derecho,Derecho,NO STEM
2022,Universidad Nacional,Administración de Oficinas,502,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Secretariado Profesional,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2022,Universidad Nacional,Administración de Recursos Humanos,33,Región Central,GAM,Maestría,Posgrado,CINE 7,Ciencias Económicas,Administración de Recursos Humanos,Administración de Empresas y Derecho,Educación Comercial y Administración,NO STEM
2022,Universidad Nacional,Agricultura Ecológica,6,Región Central,GAM,Maestría,Posgrado,CINE 7,Recursos Naturales,Agronomía General,"Agricultura, Silvicultura, Pesca y Veterinaria",Agricultura,STEM
2022,Universidad Nacional,Arte y Comunicación Visual,281,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Artes Plásticas,Artes y Humanidades,Artes,NO STEM
2022,Universidad Nacional,Artes Escénicas,107,Región Central,GAM,Bachillerato,Grado,CINE 6,Artes y Letras,Artes Dramáticas,Artes y Humanidades,Artes,NO STEM
2022,Universidad Nacional,Bibliotecología y Documentación,22,Región Central,GAM,Licenciatura,Grado,CINE 6,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2022,Universidad Nacional,Bibliotecología y Documentación énfasis Gestión de la Información,273,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Sociales,Bibliotecología,"Ciencias Sociales, Periodismo e Información",Periodismo e Información,NO STEM
2022,Universidad Nacional,Biología,419,Región Central,GAM,Bachillerato,Grado,CINE 6,Ciencias Básicas,Biología,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,STEM
